Date,Open,High,Low,Close,Volume,SMA_20,SMA_50,EMA_20,EMA_50,MACD,MACD_Signal,MACD_Diff,RSI,Volume_Change,Bollinger_High,Bollinger_Low,Bollinger_Width,Stochastic_%K,Stochastic_%D,ADX,ADX_Pos_Directional,ADX_Neg_Directional,Trend,Reversal
2023-11-08 14:00:00,35410.0,35429.38,35258.0,35310.34,1215.56836,-2.0843851957829727,-2.101513808529708,-2.0925849642567482,-2.098643749173297,0.13810648179763438,0.1727889846942152,-0.0783199418299685,0.17301035858501387,-0.08412401710702473,-2.1127632534963965,-2.0468701168811525,-0.9386616072162073,-0.23447392678023313,0.6908382698101151,-0.34633330228179177,0.03921396246834917,-0.7465122688351367,0,0
2023-11-08 15:00:00,35310.34,35330.11,35100.0,35225.68,1688.77027,-2.085450277382678,-2.1011495657117965,-2.093064305511602,-2.098414649138978,0.09936234172166673,0.15975383248989486,-0.1654137773664651,-0.1802369496237401,0.2735173595983604,-2.1136142467953483,-2.0481525120545565,-0.9332249240885191,-0.7372320886527965,0.01742940372870056,-0.4686308536713564,-0.2280514588181115,-0.08761392833509302,1,1
2023-11-08 16:00:00,35225.67,35479.45,35185.0,35406.42,1693.42671,-2.0864398748812736,-2.1007646230409316,-2.0918909767309084,-2.0975325839953047,0.10811803756871716,0.15119393294253394,-0.1103220008407591,0.47176373651542464,-0.19982523352305595,-2.1189246230989656,-2.0446682437667243,-1.0513294732014538,1.0356594360572593,0.02323410699056924,-0.5258582800771145,0.25236022671762126,-0.3893489159162524,0,1
2023-11-08 17:00:00,35406.42,35436.56,35224.38,35313.72,1117.69041,-2.087195322377727,-2.1003305415299485,-2.0916536195846054,-2.097024617839235,0.09169304368788721,0.14084137598016186,-0.1323901809559902,0.09882496849113682,-0.6195462385446927,-2.1212579929359827,-2.043788320400461,-1.0946431946660267,0.10862339573901067,0.1477819811157759,-0.5789980331681757,0.00444244807830256,-0.5774520158798271,1,1
2023-11-08 18:00:00,35313.72,35625.16,35288.2,35589.57,1493.41109,-2.0857607978876116,-2.0991699884228887,-2.088986195258436,-2.0955262878218477,0.13969088102895352,0.14280073527534065,0.01917340462378792,0.8919447843222225,0.2084585852687922,-2.1156207804292935,-2.0467072339190038,-0.979545551186814,1.5088252397014636,0.9631240052266559,-0.5353667899653989,0.5673165189954836,-0.8338291919360825,1,0
2023-11-08 19:00:00,35589.56,35768.84,35536.62,35621.99,2059.32812,-2.084721048714916,-2.0979758679867158,-2.086284554514783,-2.093967979536181,0.18215654556499322,0.15342921561180342,0.1258930282271622,0.9701307905395382,0.26085260089144435,-2.110887881384327,-2.0494922432489795,-0.8785630326628278,0.9328379143012661,0.9257987301268795,-0.4404179792846344,0.9642737160886314,-0.9853174992677847,0,1
2023-11-08 20:00:00,35622.0,35761.28,35450.01,35616.93,2032.58555,-2.0835215606286264,-2.0967332614084913,-2.0838852030054666,-2.092489313326291,0.2112651469565261,0.168142966633256,0.17618400325724815,0.9483378744558904,-0.21910461110567905,-2.1068684196202576,-2.0512148082183037,-0.8013652012436464,0.9041301269788278,1.2145758954533552,-0.41484581907827045,0.5636066300223843,-0.7827368400006385,0,0
2023-11-08 21:00:00,35616.92,35900.0,35390.0,35579.89,3537.88532,-2.0825659729629775,-2.0957538226905137,-2.0820436959251065,-2.0912042908080513,0.22229131604868616,0.1822666455717506,0.1689200291712654,0.7826837496124847,0.7037196610600412,-2.1042435940650375,-2.0519898436929873,-0.7556181698510055,0.24760705524743498,0.7567406592923644,-0.34051785820995834,0.5997497908973626,-1.0776770510561489,1,1
2023-11-08 22:00:00,35579.89,35950.0,35573.7,35783.67,2927.22642,-2.0803403116455383,-2.094334260342313,-2.0785656958041026,-2.0892233292853164,0.27388898240238996,0.20457509707740074,0.269677169772534,1.2981458018629588,-0.4145752955489625,-2.0970606172737187,-2.0549014042641174,-0.6200821260124779,1.023442272856113,0.7896309778807621,-0.2549315415916816,0.4192349773263464,-1.2509259811746274,0,1
2023-11-08 23:00:00,35783.67,36106.0,35600.72,35624.72,3610.37869,-2.0786839534713852,-2.093206547272236,-2.076832210256513,-2.0879021973827347,0.2740472433522053,0.22245562677131908,0.2151680509307468,0.6445925854560765,0.08259455618055124,-2.0945768850049884,-2.0541074747959933,-0.5971356973203864,-0.04940775796798693,0.4434868704422369,-0.12903566224993512,0.5373861711311818,-1.440823319941144,1,1
2023-11-09 00:00:00,35624.72,35879.6,35534.05,35856.68,2013.53991,-2.0763029852487596,-2.0918247854663203,-2.0732013863013026,-2.085783334967812,0.322960403715285,0.24719675989210918,0.2996242503448607,1.173187780366022,-0.744833242675144,-2.0874908780567396,-2.0566033473340455,-0.468683674041232,0.8255489415618448,0.6532857484394096,-0.06000351865325088,0.2352135645339726,-1.3237508233794266,1,0
2023-11-09 01:00:00,35856.68,36079.64,35762.68,35903.63,1966.81906,-2.0732964973551375,-2.090225600610331,-2.0694989072892658,-2.083575613633722,0.3673649261559342,0.2764643576945925,0.3553464631025133,1.2672725629778774,-0.231616721443294,-2.080749904133038,-2.0574720782222897,-0.3666402031238304,1.002645066078672,0.6457361474315866,0.059584248847770346,0.6705727123832066,-1.4317114138511784,1,0
2023-11-09 02:00:00,35903.62,36550.0,35846.04,36363.44,5222.40016,-2.068214616555494,-2.0875429369646294,-2.062060724142406,-2.0797704430225568,0.5017899485513194,0.3285610007064345,0.6363792345178646,1.9801671156207326,1.823825675058369,-2.0625504085518873,-2.0659807048867065,-0.010158380882336839,1.2777606275194675,1.1275119881899294,0.25657289414130185,1.5392219108715826,-1.627425759627438,1,0
2023-11-09 03:00:00,36363.44,36522.0,36172.4,36438.37,2597.55774,-2.0625604468384795,-2.0847498368061452,-2.0546647122395174,-2.075840068151296,0.6175274839860491,0.3949334894015851,0.8121194128689667,2.0690851101912635,-0.8187026276554084,-2.0469711484834785,-2.0706165067652025,0.258852950821151,1.4738523095833946,1.3628528112613958,0.4394909219138668,1.1902214448250834,-1.7069683885409712,1,0
2023-11-09 04:00:00,36438.38,36863.91,36415.01,36705.05,3443.06078,-2.056005133180163,-2.081223924556086,-2.0456019432711443,-2.0710871261009514,0.7609899116940574,0.4786423763162909,1.0255359615384867,2.3488632143044974,0.19540569776592293,-2.0272590488503175,-2.077697990622838,0.6141405745727213,1.424236999462558,1.515895040404276,0.6516891203059845,1.7857357419160864,-1.79730847100964,0,1
2023-11-09 05:00:00,36705.05,36750.0,36498.95,36576.84,2285.88803,-2.0500050801963847,-2.078132317599204,-2.038542252223838,-2.0669901353806877,0.8345742552751352,0.5613103402217574,1.0127218698656293,1.8954743912506495,-0.6147768786670276,-2.014581963488319,-2.0786290360074604,0.7935051965760689,1.1171564653096504,1.4575940696126117,0.8487303045272361,1.526037450530346,-1.8432100502665476,1,1
2023-11-09 06:00:00,36576.84,36799.0,36573.43,36769.98,1598.59446,-2.0436054466650173,-2.074632326786627,-2.0304376417594594,-2.0623464472814623,0.9257831178920406,0.646906148383496,1.048764559258323,2.1098474702960126,-0.5714010437338674,-1.999460338733356,-2.0812776442617986,1.0271522349630073,1.5485894026354505,1.4847244068288383,1.0372229468931322,1.449066088887618,-1.8827651230254547,0,1
2023-11-09 07:00:00,36769.97,36799.0,36500.0,36533.04,2554.14939,-2.037996623391932,-2.071611229869398,-2.0252116100373647,-2.058752643156172,0.9317788945778767,0.7166621270645399,0.8537712453950975,1.3652328932658484,0.5288012121783453,-1.9914943429257457,-2.078129345913393,1.0892099161133495,0.9691819279304074,1.319534712682961,1.1650571640319947,1.157885916875881,-1.7175736647295328,1,1
2023-11-09 08:00:00,36533.05,36709.53,36530.0,36664.19,1530.98388,-2.0320572655969937,-2.06844215697633,-2.0193171980530806,-2.0548194435063305,0.9548032679671712,0.7773796715567105,0.7425052600654535,1.5391436209741005,-0.6937652113225277,-1.982368164802269,-2.07551010550525,1.173214991027864,1.2517997146874744,1.3684116037999925,1.2837603656609384,0.990744457182315,-1.7555251299496015,1,0
2023-11-09 09:00:00,36664.19,36843.54,36575.08,36837.32,1749.66618,-2.0253983829000735,-2.0648996661953913,-2.0124448031516478,-2.0504064087247795,1.0004707518412983,0.8356978793347244,0.7129686657771531,1.750735975255227,-0.028282200045492076,-1.9715797972342777,-2.073149374610554,1.2819347104574328,1.6975306791797917,1.4224788265544097,1.4141178170801016,1.166191659817074,-1.810072890025574,0,1
2023-11-09 10:00:00,36837.32,36990.0,36710.12,36750.01,2957.06067,-2.0186819307465593,-2.061460917109929,-2.0070032238326934,-2.0464862017762346,1.0040239534802153,0.8831106000609067,0.5787186688235321,1.4861177813525193,0.6418620206881394,-1.9647918340081287,-2.0665331871910664,1.2818546901484167,1.196814416893693,1.5051117727226693,1.5546347532569313,1.3583536469633763,-1.863293334910555,1,1
2023-11-09 11:00:00,36750.01,36808.56,36653.8,36805.71,1403.63692,-2.011310661013831,-2.0576934133328355,-2.0015846432352458,-2.0425157305197135,1.0071220887089203,0.9217018326177386,0.4701233576528342,1.560940085787522,-0.8465191377906315,-1.959754464272614,-2.056776264919487,1.2174958974311239,1.2856721641304607,1.5174078219560492,1.6469358759429824,1.2002256566636205,-1.7148316112000461,1,0
2023-11-09 12:00:00,36805.71,37000.5,36759.0,36881.32,2864.47996,-2.0044298513274326,-2.0535198940616,-1.996009844679295,-2.038424046922074,1.0143643370412139,0.9541201132309031,0.3941323656234575,1.6627527335766004,1.0713112721759994,-1.95376603978189,-2.0489991795826143,1.191870893373105,1.4575926624668887,1.4303078420320319,1.7598975282889517,1.58411985937447,-1.7687330295076231,1,0
2023-11-09 13:00:00,36881.32,37175.0,36815.88,37165.98,3452.27666,-1.9957885545956329,-2.0487866209288836,-1.9884349741036897,-2.0334502713046843,1.0723972322776962,0.9924373451165573,0.46675032267548155,2.0020667776562635,0.048089143649530944,-1.9458403569687444,-2.039651372588634,1.1705801967989327,1.7451293502573904,1.6293518299014578,1.8856553821184754,1.755547491754279,-1.8423078474188344,1,0
2023-11-09 14:00:00,37165.98,37965.0,37156.84,37854.73,10062.1485,-1.985220967051228,-2.0429729833086574,-1.9754576181287953,-2.0261490400897673,1.2616229624628892,1.0634666437955087,0.8694462175469724,2.554444187550262,2.1414749270969216,-1.922113826261393,-2.0427385158329656,1.5157193534392617,1.5759901072647233,1.734740243813509,2.061904523288345,3.1796144782696194,-1.9751494995303844,0,1
2023-11-09 15:00:00,37854.33,37972.24,37059.71,37084.02,8903.7302,-1.978400199415588,-2.03867634653364,-1.9705688356443078,-2.0219568108802672,1.218980342399528,1.1111913324455425,0.5825590926970949,0.8734730484403269,-0.3441859551148537,-1.9176837021941011,-2.0334712381691467,1.4501781073853492,0.180773914961862,1.2712418420268263,2.1791320168115678,2.1334789959992726,-1.8488063291495318,0,0
2023-11-09 16:00:00,37084.03,37211.1,35600.0,36337.07,12677.18821,-1.9750405504308677,-2.035851842273919,-1.9727870283823083,-2.0206646424520396,1.0005735117298191,1.1027691341508092,-0.10862685484151208,-0.17846272898180296,0.3157930368943631,-1.9205301916199204,-2.023704274847126,1.2854439951003513,-0.849638664220073,0.3293142347861008,1.8668025219507927,0.9182926665076502,0.7975520489527426,1,1
